,unnamed: 0,item_id,name,categori,price,old_pric,sellable_onlin,link,other_color,short_descript,design,depth,height,width,product_img,unnamed: 15
2717,3355,69435934,bestå,tv & media furnitur,"2,820",no old pric,true,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer-s69435934/,ye,"tv bench with doors and drawers, black-brown hedeviken/stubbarp/dark brown stained oak veneer,",unknown,,,,https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0992625_pe820145_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0995010_pe821651_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0995011_pe821672_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0998409_pe823026_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__1001968_pe824566_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0843438_pe535720_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0763977_pe753011_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-tv-bench-with-doors-and-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__1026902_pe834627_s5.jpg?f=,
2718,4502,49392596,viml,armchairs & chaise longu,"1,145",no old pric,true,https://www.ikea.com/sa/en/p/vimle-footstool-with-storage-saxemara-light-blue-s49392596/,ye,"footstool with storage, saxemara light blu",unknown,,,,https://www.ikea.com/sa/en/images/products/vimle-footstool-with-storage-saxemara-light-blue__0949385_pe799692_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-footstool-with-storage-saxemara-light-blue__0949386_pe799693_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-footstool-with-storage-saxemara-light-blue__0949387_pe799694_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-footstool-with-storage-saxemara-light-blue__0949388_pe799695_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-footstool-with-storage-saxemara-light-blue__0949389_pe799678_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimle-footstool-with-storage-saxemara-light-blue__1058491_pe849300_s5.jpg?f=,
2719,821,9452083,söderhamn,armchairs & chaise longu,"1,780",no old pric,true,https://www.ikea.com/sa/en/p/soederhamn-chaise-longue-tonerud-grey-s09452083/,ye,"chaise longue, tonerud grey",unknown,,,,https://www.ikea.com/sa/en/images/products/soederhamn-chaise-longue-tonerud-grey__1057830_pe849010_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-chaise-longue-tonerud-grey__1057829_pe849011_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-chaise-longue-tonerud-grey__1057828_pe849009_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-chaise-longue-tonerud-grey__1057803_pe848986_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-chaise-longue-tonerud-grey__1057804_pe848990_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-chaise-longue-tonerud-grey__1057802_pe848985_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-chaise-longue-tonerud-grey__0719399_pe732032_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/soederhamn-chaise-longue-tonerud-grey__1000232_pe824147_s5.jpg?f=,
2720,675,89335981,trofast,nursery furnitur,250,275,true,https://www.ikea.com/sa/en/p/trofast-storage-combination-white-orange-s89335981/,ye,"storage combination, white/orange,",studio copenhagen,,,,https://www.ikea.com/sa/en/images/products/trofast-storage-combination-white-orange__0807867_pe770557_s5.jpg?f=,
2721,1648,79428952,ingatorp / bergmund,furniture set,"3,535",no old pric,true,https://www.ikea.com/sa/en/p/ingatorp-bergmund-table-and-4-chairs-black-kvillsfors-dark-blue-blue-s79428952/,no,"table and 4 chairs, black/kvillsfors dark blue/blue,",unknown,,,,https://www.ikea.com/sa/en/images/products/ingatorp-bergmund-table-and-4-chairs-black-kvillsfors-dark-blue-blue__1027291_pe834841_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ingatorp-bergmund-table-and-4-chairs-black-kvillsfors-dark-blue-blue__1027292_pe834837_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ingatorp-bergmund-table-and-4-chairs-black-kvillsfors-dark-blue-blue__1060554_pe850041_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ingatorp-bergmund-table-and-4-chairs-black-kvillsfors-dark-blue-blue__1034182_pe837583_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ingatorp-bergmund-table-and-4-chairs-black-kvillsfors-dark-blue-blue__0947816_pe798640_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ingatorp-bergmund-table-and-4-chairs-black-kvillsfors-dark-blue-blue__1034536_pe837770_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ingatorp-bergmund-table-and-4-chairs-black-kvillsfors-dark-blue-blue__1059165_pe849506_s5.jpg?f=,
2722,822,9418051,äpplaryd,sofa,"5,490",no old pric,true,https://www.ikea.com/sa/en/p/aepplaryd-3-seat-sofa-with-chaise-longue-lejde-light-grey-s09418051/,ye,"3-seat sofa with chaise longue, lejde light grey",unknown,,,,https://www.ikea.com/sa/en/images/products/aepplaryd-3-seat-sofa-with-chaise-longue-lejde-light-grey__0992926_pe820340_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/aepplaryd-3-seat-sofa-with-chaise-longue-lejde-light-grey__0992927_pe820344_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/aepplaryd-3-seat-sofa-with-chaise-longue-lejde-light-grey__1023720_pe833234_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/aepplaryd-3-seat-sofa-with-chaise-longue-lejde-light-grey__1031541_pe836518_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/aepplaryd-3-seat-sofa-with-chaise-longue-lejde-light-grey__1031537_pe836520_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/aepplaryd-3-seat-sofa-with-chaise-longue-lejde-light-grey__1032003_pe836727_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/aepplaryd-3-seat-sofa-with-chaise-longue-lejde-light-grey__1031506_pe836510_s5.jpg?f=,
2723,2891,39421518,bestå,dining furnitur,"1,695",no old pric,true,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer-s39421518/,ye,"storage combination w doors/drawers, black-brown hedeviken/stubbarp/dark brown stained oak veneer,",unknown,,,,https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0994443_pe821105_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0999342_pe823444_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0999343_pe823502_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__0998409_pe823026_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__1001968_pe824566_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__1001791_pe824477_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-black-brown-hedeviken-stubbarp-dark-brown-stained-oak-veneer__1026861_pe834588_s5.jpg?f=,
2724,1303,9482711,laneberg / nordviken,dining furnitur,"2,875",no old pric,true,https://www.ikea.com/sa/en/p/laneberg-nordviken-table-and-6-chairs-white-white-s09482711/,no,"table and 6 chairs, white/white,",unknown,,,,https://www.ikea.com/sa/en/images/products/laneberg-nordviken-table-and-6-chairs-white-white__1097303_pe864881_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-nordviken-table-and-6-chairs-white-white__1097302_pe864880_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-nordviken-table-and-6-chairs-white-white__0722933_pe733776_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-nordviken-table-and-6-chairs-white-white__1053108_pe846704_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-nordviken-table-and-6-chairs-white-white__1053109_pe846705_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-nordviken-table-and-6-chairs-white-white__1028128_pe835224_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/laneberg-nordviken-table-and-6-chairs-white-white__0947700_pe798621_s5.jpg?f=,
2725,536,10424353,vimund,chair,395,no old pric,true,https://www.ikea.com/sa/en/p/vimund-childrens-desk-chair-light-pink-10424353/,ye,"children's desk chair, light pink",ikea of sweden,37.0,51.0,41.0,https://www.ikea.com/sa/en/images/products/vimund-childrens-desk-chair-light-pink__0726691_pe735388_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimund-childrens-desk-chair-light-pink__0879104_pe703875_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimund-childrens-desk-chair-light-pink__0879088_pe703872_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/vimund-childrens-desk-chair-light-pink__0879097_pe703874_s5.jpg?f=,
2726,304,9395568,pax / fardal/viked,wardrob,"3,352",no old pric,fals,https://www.ikea.com/sa/en/p/pax-fardal-vikedal-wardrobe-combination-high-gloss-white-mirror-glass-s09395568/,no,"wardrobe combination, high-gloss white/mirror glass,",ehlén johansson/ikea of sweden,,,,https://www.ikea.com/sa/en/images/products/pax-fardal-vikedal-wardrobe-combination-high-gloss-white-mirror-glass__0935327_pe792725_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-fardal-vikedal-wardrobe-combination-high-gloss-white-mirror-glass__0935359_pe792757_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-fardal-vikedal-wardrobe-combination-high-gloss-white-mirror-glass__0930834_pe790907_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-fardal-vikedal-wardrobe-combination-high-gloss-white-mirror-glass__1016298_pe830301_s5.jpg?f=,
2727,4474,90456967,strandmon,armchairs & chaise longu,545,no old pric,true,https://www.ikea.com/sa/en/p/strandmon-footstool-vibberbo-black-beige-90456967/,ye,"footstool, vibberbo black/beig",ikea of sweden,60.0,44.0,40.0,https://www.ikea.com/sa/en/images/products/strandmon-footstool-vibberbo-black-beige__0761765_pe751432_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/strandmon-footstool-vibberbo-black-beige__0761766_pe751433_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/strandmon-footstool-vibberbo-black-beige__0629849_pe694517_s5.jpg?f=,
2728,375,49426308,småstad / platsa,nursery furnitur,894,919,true,https://www.ikea.com/sa/en/p/smastad-platsa-wardrobe-white-pale-turquoise-with-2-clothes-rails-s49426308/,ye,"wardrobe, white pale turquoise/with 2 clothes rails,",unknown,,,,https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-pale-turquoise-with-2-clothes-rails__0925746_pe788858_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-pale-turquoise-with-2-clothes-rails__0936465_pe793259_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-pale-turquoise-with-2-clothes-rails__0936448_pe793255_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-pale-turquoise-with-2-clothes-rails__1009069_pe827440_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-pale-turquoise-with-2-clothes-rails__0945146_pe797575_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/smastad-platsa-wardrobe-white-pale-turquoise-with-2-clothes-rails__1248831_pe923232_s5.jpg?f=,
2729,2166,559724,platsa,cabinets & cupboard,275,no old pric,true,https://www.ikea.com/sa/en/p/platsa-open-shelving-unit-blue-00559724/,no,"open shelving unit, blue,",ola wihlborg,40.0,60.0,80.0,https://www.ikea.com/sa/en/images/products/platsa-open-shelving-unit-blue__1210284_pe909621_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/platsa-open-shelving-unit-blue__1210283_pe909622_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/platsa-open-shelving-unit-blue__1210325_pe909648_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/platsa-open-shelving-unit-blue__1210282_pe909620_s5.jpg?f=,
2730,4444,59388457,poäng,armchairs & chaise longu,595,no old pric,true,https://www.ikea.com/sa/en/p/poaeng-armchair-birch-veneer-skiftebo-dark-grey-s59388457/,ye,"armchair, birch veneer/skiftebo dark grey",noboru nakamura,,,,https://www.ikea.com/sa/en/images/products/poaeng-armchair-birch-veneer-skiftebo-dark-grey__0937014_pe793536_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-armchair-birch-veneer-skiftebo-dark-grey__0937015_pe793537_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-armchair-birch-veneer-skiftebo-dark-grey__0937016_pe793538_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-armchair-birch-veneer-skiftebo-dark-grey__0937017_pe793539_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/poaeng-armchair-birch-veneer-skiftebo-dark-grey__0612906_pe686092_s5.jpg?f=,
2731,1019,20546622,nyhamn,armchairs & chaise longu,345,no old pric,true,https://www.ikea.com/sa/en/p/nyhamn-cover-for-3-seat-sofa-bed-skartofta-black-light-grey-20546622/,ye,"cover for 3-seat sofa-bed, skartofta black/light grey",unknown,57.0,6.0,37.0,https://www.ikea.com/sa/en/images/products/nyhamn-cover-for-3-seat-sofa-bed-skartofta-black-light-grey__1191124_pe900477_s5.jpg?f=,
2732,265,9528139,skytta / pax,wardrob,"5,900","6,050",true,https://www.ikea.com/sa/en/p/skytta-pax-walk-in-wardrobe-with-sliding-doors-black-hokksund-high-gloss-light-grey-s09528139/,no,"walk-in wardrobe with sliding doors, black/hokksund high-gloss light grey,",unknown,,,,https://www.ikea.com/sa/en/images/products/skytta-pax-walk-in-wardrobe-with-sliding-doors-black-hokksund-high-gloss-light-grey__1219593_pe913467_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skytta-pax-walk-in-wardrobe-with-sliding-doors-black-hokksund-high-gloss-light-grey__0935361_pe792774_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skytta-pax-walk-in-wardrobe-with-sliding-doors-black-hokksund-high-gloss-light-grey__1306292_pe939671_s5.jpg?f=,
2733,4325,79384887,bestå,"sideboards, buffets & console t","1,355",no old pric,true,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white-s79384887/,ye,"storage combination w doors/drawers, white/sutterviken/kabbarp white,",friso wiersma/ikea of sweden,,,,https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white__0895806_pe782422_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white__0999408_pe823412_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white__0999409_pe823434_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white__0827673_pe776458_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white__0891069_pe782240_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white__0917671_pe785899_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white__0917672_pe785900_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-w-doors-drawers-white-sutterviken-kabbarp-white__1001793_pe824478_s5.jpg?f=,
2734,3069,488901,ivar,cabinets & cupboard,175,no old pric,true,https://www.ikea.com/sa/en/p/ivar-underframe-pine-00488901/,no,"underframe, pine,",ebba strandmark,30.0,37.0,80.0,https://www.ikea.com/sa/en/images/products/ivar-underframe-pine__1133228_pe878501_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ivar-underframe-pine__1150662_ph187090_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ivar-underframe-pine__1143348_pe881476_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/ivar-underframe-pine__1143195_pe881431_s5.jpg?f=,
2735,3330,59494603,skruvbi,tv & media furnitur,"1,050",no old pric,true,https://www.ikea.com/sa/en/p/skruvby-tv-storage-combination-white-s59494603/,ye,"tv storage combination, white,",unknown,,,,https://www.ikea.com/sa/en/images/products/skruvby-tv-storage-combination-white__1130676_pe877922_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skruvby-tv-storage-combination-white__1142306_pe881226_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skruvby-tv-storage-combination-white__1142038_pe881131_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skruvby-tv-storage-combination-white__1142046_pe881135_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skruvby-tv-storage-combination-white__1142045_pe881134_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skruvby-tv-storage-combination-white__1142044_pe881133_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skruvby-tv-storage-combination-white__1144168_pe881746_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/skruvby-tv-storage-combination-white__1122125_pe874513_s5.jpg?f=,
2736,3593,49295208,nordli,chests of drawers & drawer unit,"2,675",no old pric,true,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-s49295208/,no,"chest of 8 drawers, white,",ola wihlborg,,,,https://www.ikea.com/sa/en/images/products/nordli-chest-of-8-drawers-white__0793674_pe765417_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nordli-chest-of-8-drawers-white__0793673_pe765418_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/nordli-chest-of-8-drawers-white__0778115_pe760161_s5.jpg?f=,
2737,2736,30180504,norberg,dining furnitur,299,no old pric,true,https://www.ikea.com/sa/en/p/norberg-wall-mounted-drop-leaf-table-white-30180504/,no,"wall-mounted drop-leaf table, white,",marcus arvonen,60.0,,74.0,https://www.ikea.com/sa/en/images/products/norberg-wall-mounted-drop-leaf-table-white__0736622_pe740674_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/norberg-wall-mounted-drop-leaf-table-white__0870365_pe653416_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/norberg-wall-mounted-drop-leaf-table-white__0870335_pe593526_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/norberg-wall-mounted-drop-leaf-table-white__1133306_ph186556_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/norberg-wall-mounted-drop-leaf-table-white__0209002_pe323730_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/norberg-wall-mounted-drop-leaf-table-white__0209003_pe320068_s5.jpg?f=,
2738,2027,69189075,hemn,bed,"3,495",no old pric,true,https://www.ikea.com/sa/en/p/hemnes-bed-frame-with-4-storage-boxes-white-stain-leirsund-s69189075/,ye,"bed frame with 4 storage boxes, white stain/leirsund,",carina bengs/ikea of sweden,,,,https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-white-stain-leirsund__1154513_pe886108_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-white-stain-leirsund__0243767_pe383053_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-white-stain-leirsund__1101550_pe866727_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-white-stain-leirsund__1101551_pe866677_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-white-stain-leirsund__1101576_pe866750_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-white-stain-leirsund__1154507_pe886084_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-white-stain-leirsund__1154506_pe886111_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/hemnes-bed-frame-with-4-storage-boxes-white-stain-leirsund__0860752_pe566720_s5.jpg?f=,
2739,2175,50282177,lack,chests of drawers & drawer unit,29,no old pric,true,https://www.ikea.com/sa/en/p/lack-wall-shelf-white-50282177/,ye,"wall shelf, white,",ikea of sweden,26.0,5.0,,https://www.ikea.com/sa/en/images/products/lack-wall-shelf-white__0641086_pe700251_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lack-wall-shelf-white__0675547_pe718390_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lack-wall-shelf-white__0670320_pe715445_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/lack-wall-shelf-white__0670325_pe715453_s5.jpg?f=,
2740,4213,29139718,bestå,"sideboards, buffets & console t","1,522",no old pric,true,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-lappviken-stubbarp-white-s29139718/,ye,"storage combination with doors, white/lappviken/stubbarp white,",ikea of sweden,,,,https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-lappviken-stubbarp-white__0415034_pe574374_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-lappviken-stubbarp-white__0993783_pe820771_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-lappviken-stubbarp-white__0993782_pe820719_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-lappviken-stubbarp-white__0842991_pe535505_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-lappviken-stubbarp-white__1001960_pe824557_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-lappviken-stubbarp-white__0427714_pe583077_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-storage-combination-with-doors-white-lappviken-stubbarp-white__1142340_pe881244_s5.jpg?f=,
2741,4284,79412456,bestå,"sideboards, buffets & console t","1,800",no old pric,true,https://www.ikea.com/sa/en/p/besta-wall-mounted-cabinet-combination-black-brown-kallviken-concrete-effect-s79412456/,ye,"wall-mounted cabinet combination, black-brown/kallviken concrete effect,",unknown,,,,https://www.ikea.com/sa/en/images/products/besta-wall-mounted-cabinet-combination-black-brown-kallviken-concrete-effect__0719260_pe731964_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-wall-mounted-cabinet-combination-black-brown-kallviken-concrete-effect__1000250_pe824207_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-wall-mounted-cabinet-combination-black-brown-kallviken-concrete-effect__1000251_pe824155_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-wall-mounted-cabinet-combination-black-brown-kallviken-concrete-effect__0748365_pe744953_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-wall-mounted-cabinet-combination-black-brown-kallviken-concrete-effect__1026177_pe834321_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/besta-wall-mounted-cabinet-combination-black-brown-kallviken-concrete-effect__0747306_pe744503_s5.jpg?f=,
2742,2113,70419971,jonaxel,chests of drawers & drawer unit,130,no old pric,true,https://www.ikea.com/sa/en/p/jonaxel-shelving-unit-white-70419971/,no,"shelving unit, white,",ikea of sweden,51.0,70.0,50.0,https://www.ikea.com/sa/en/images/products/jonaxel-shelving-unit-white__0678063_pe719175_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-shelving-unit-white__0745120_pe743581_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-shelving-unit-white__0678058_pe719171_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-shelving-unit-white__0745119_pe743580_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-shelving-unit-white__0678061_pe719174_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-shelving-unit-white__0678059_pe719172_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/jonaxel-shelving-unit-white__0678060_pe719173_s5.jpg?f=,
2743,427,19127297,pax / bergsbo,wardrob,"3,255","3,675",fals,https://www.ikea.com/sa/en/p/pax-bergsbo-wardrobe-white-white-s19127297/,ye,"wardrobe, white/white,",ehlén johansson/ikea of sweden/k hagberg/m hagberg,,,,https://www.ikea.com/sa/en/images/products/pax-bergsbo-wardrobe-white-white__0649561_pe705624_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-bergsbo-wardrobe-white-white__0377041_pe553994_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-bergsbo-wardrobe-white-white__0377557_pe553980_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/pax-bergsbo-wardrobe-white-white__0758456_pe749753_s5.jpg?f=,
2744,4668,20566064,justina,dining furnitur,29,no old pric,true,https://www.ikea.com/sa/en/p/justina-chair-pad-orange-20566064/,ye,"chair pad, orange,",ikea of sweden,40.0,,42.0,https://www.ikea.com/sa/en/images/products/justina-chair-pad-orange__1185508_pe898411_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/justina-chair-pad-orange__1185507_pe898412_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/justina-chair-pad-orange__1185505_pe898410_s5.jpg?f=s|https://www.ikea.com/sa/en/images/products/justina-chair-pad-orange__1185506_pe898413_s5.jpg?f=,
