ID,Name,Brand,Designer,Availability,Online,Description,Type,Material,Country,Color,Depth,Height,Width,Volumn,OldPrice,Price,ChangeAmount,Discount,CurrentPrice,Shipment,Link,Images,Feedback,Ranking
69305174,NORDVIKEN / NORRARYD,NORDVIKEN / NORRARYD,Francis Cayouette/Nike Karlsson,TRUE,TRUE,"        Table and 4 chairs,          152/223x95 cm",Chairs,,,,,,95,0,,2535,,,,,https://www.ikea.com/sa/en/p/nordviken-norraryd-table-and-4-chairs-white-black-s69305174/,,0,0
29046583,BEKANT,BEKANT,K Malmvall/E Lilja Löwenhielm,TRUE,TRUE,"        Desk combination,          280x120 cm",Tables & desks,,,,120,,,0,,6028,,,,,https://www.ikea.com/sa/en/p/bekant-desk-combination-white-s29046583/,,0,0
19030592,KALLAX,KALLAX,IKEA of Sweden/Tord Björklund,TRUE,TRUE,"        Shelving unit with 8 inserts,          147x147 cm",Bookcases & shelving units,,,,39,147,147,842751,,615,,,,,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-8-inserts-black-brown-s19030592/,,0,0
30298023,TROFAST,TROFAST,Studio Copenhagen,TRUE,TRUE,"        Storage box,          42x30x23 cm",Children's furniture,,,,,23,30,0,,15,,,,,https://www.ikea.com/sa/en/p/trofast-storage-box-orange-30298023/,,0,0
39218512,PAX,PAX,IKEA of Sweden/Ehlén Johansson/Ola Wihlborg,TRUE,TRUE,"        Corner wardrobe,          111/111x236 cm",Wardrobes,,,,,236,110,0,,1410,,,,,https://www.ikea.com/sa/en/p/pax-corner-wardrobe-white-grimo-white-s39218512/,,0,0
70418170,PRÄSTHOLM,PRÄSTHOLM,Ola Wihlborg,TRUE,TRUE,"        Bench with backrest, outdoor",Outdoor furniture,,,,52,79,113,464204,,695,,,,,https://www.ikea.com/sa/en/p/praestholm-bench-with-backrest-outdoor-grey-70418170/,,0,0
39305788,PAX,PAX,IKEA of Sweden/Ehlén Johansson,TRUE,TRUE,"        Wardrobe,          250x66x236 cm",Wardrobes,,,,66,236,250,3894000,,3460,,,,,https://www.ikea.com/sa/en/p/pax-wardrobe-white-mehamn-s39305788/,,0,0
29330571,PAX / MEHAMN,PAX / MEHAMN,IKEA of Sweden/Ehlén Johansson,TRUE,TRUE,"        Wardrobe combination,          150x44x236 cm",Wardrobes,,,,44,236,150,1557600,,1725,,,,,https://www.ikea.com/sa/en/p/pax-mehamn-wardrobe-combination-white-white-stained-oak-effect-s29330571/,,0,0
40423578,VEDBO,VEDBO,Francis Cayouette,TRUE,TRUE,        Armchair,Chairs,,,,65,75,73,355875,,975,,,,,https://www.ikea.com/sa/en/p/vedbo-armchair-gunnared-light-brown-pink-40423578/,,0,0
70404366,LIDHULT,LIDHULT,Henrik Preutz,TRUE,TRUE,        2-seat section,Sofas & armchairs,,,,98,95,141,1312710,,2396,,,,,https://www.ikea.com/sa/en/p/lidhult-2-seat-section-grann-bomstad-dark-brown-70404366/,,0,0
70455412,KORNSJÖ,KORNSJÖ,Ebba Strandmark,TRUE,TRUE,"        Side table,          50x35 cm",Tables & desks,,,,35,63,50,110250,,195,,,,,https://www.ikea.com/sa/en/p/kornsjoe-side-table-black-70455412/,,0,0
89297663,JONAXEL,JONAXEL,IKEA of Sweden,TRUE,TRUE,"        Frame/w bskts/clths rl/shlv uts,          173x51x173 cm",Bookcases & shelving units,,,,51,173,173,1526379,,670,,,,,https://www.ikea.com/sa/en/p/jonaxel-frame-w-bskts-clths-rl-shlv-uts-s89297663/,,0,0
10421665,NORDMELA,NORDMELA,Ola Wihlborg,TRUE,TRUE,"        Chest of 4 drawers,          159x50 cm",Chests of drawers & drawer units,,,,44,50,159,349800,,636,,,,,https://www.ikea.com/sa/en/p/nordmela-chest-of-4-drawers-black-blue-10421665/,,0,0
90365458,TORSKLINT,TORSKLINT,Jomi Evers,TRUE,TRUE,"        Leg,          70 cm",Tables & desks,,,,,70,,0,,100,,,,,https://www.ikea.com/sa/en/p/torsklint-leg-light-grey-90365458/,,0,0
75305709,RAST,RAST,IKEA of Sweden,TRUE,TRUE,"        Chest of 3 drawers,          62x70 cm",Chests of drawers & drawer units,,,,30,70,62,130200,,139,,,,,https://www.ikea.com/sa/en/p/rast-chest-of-3-drawers-pine-75305709/,,0,0
40347886,EDVALLA,EDVALLA,Francis Cayouette,TRUE,TRUE,"        Drop handle,          18 mm",Bookcases & shelving units,,,,11,,33,0,,25,,,,,https://www.ikea.com/sa/en/p/edvalla-drop-handle-brass-colour-40347886/,,0,0
79000686,LINNMON / GODVIN,LINNMON / GODVIN,IKEA of Sweden,TRUE,TRUE,"        Table,          150x75 cm",Tables & desks,,,,,74,75,0,,275,,,,,https://www.ikea.com/sa/en/p/linnmon-godvin-table-white-s79000686/,,0,0
10364066,LAPPVIKEN,LAPPVIKEN,IKEA of Sweden,TRUE,TRUE,"        Door/drawer front,          60x38 cm",TV & media furniture,,,,,38,60,0,,31.5,,,,,https://www.ikea.com/sa/en/p/lappviken-door-drawer-front-light-grey-10364066/,,0,0
59255706,GRÖNLID,GRÖNLID,Francis Cayouette/Ehlén Johansson,TRUE,TRUE,"        Corner sofa, 3-seat",Sofas & armchairs,,,,98,104,235,2395120,,3760,,,,,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-3-seat-with-open-end-sporda-natural-s59255706/,,0,0
49256867,SOLLERÖN,SOLLERÖN,Jonas Hultqvist/IKEA of Sweden/Eva Lilja Löwenhielm,TRUE,TRUE,"        4-seat conversation set, outdoor",Outdoor furniture,,,,,,,0,,4783,,,,,https://www.ikea.com/sa/en/p/solleroen-4-seat-conversation-set-outdoor-brown-froesoen-duvholmen-beige-s49256867/,,0,0
40390766,SULARP,SULARP,Carl Öjerstam,TRUE,TRUE,        Leg,Bookcases & shelving units,,,,38,10,,0,,45.5,,,,,https://www.ikea.com/sa/en/p/sularp-leg-chrome-plated-40390766/,,0,0
49007217,GAMLEBY,GAMLEBY,IKEA of Sweden/Nike Karlsson,TRUE,TRUE,"        Table and 4 chairs,          67 cm",Chairs,,,,,74,78,0,,2475,,,,,https://www.ikea.com/sa/en/p/gamleby-table-and-4-chairs-light-antique-stain-grey-s49007217/,,0,0
89281030,IDÅSEN,IDÅSEN,Jon Karlsson,TRUE,TRUE,"        Desk,          160x80 cm",Tables & desks,,,,,,80,0,,1590,,,,,https://www.ikea.com/sa/en/p/idasen-desk-brown-beige-s89281030/,,0,0
89286513,BEKANT,BEKANT,Eva Lilja Löwenhielm/IKEA of Sweden,TRUE,TRUE,"        Storage unit with smart lock,          41x61 cm",Cabinets & cupboards,,,,45,61,41,112545,,939,,,,,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s89286513/,,0,0
80411272,VITVAL,VITVAL,IKEA of Sweden,TRUE,TRUE,"        Bunk bed frame,          90x200 cm",Beds,,,,,162,97,0,,1295,,,,,https://www.ikea.com/sa/en/p/vitval-bunk-bed-frame-white-light-grey-80411272/,,0,0
89300750,FLOTTEBO,FLOTTEBO,C Halskov/H Dalsgaard,TRUE,TRUE,"        Sofa-bed with side table,          120 cm",Sofas & armchairs,,,,120,79,200,1896000,,2236,,,,,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-gunnared-medium-grey-s89300750/,,0,0
39275116,HAVSTA,HAVSTA,IKEA of Sweden,TRUE,TRUE,"        Glass-door cabinet with plinth,          121x37x134 cm",Cabinets & cupboards,,,,37,134,121,599918,,1395,,,,,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-grey-clear-glass-s39275116/,,0,0
90184047,MARIUS,MARIUS,Ola Wihlborg,TRUE,TRUE,        Stool,Chairs,,,,,,40,0,,25,,,,,https://www.ikea.com/sa/en/p/marius-stool-white-90184047/,,0,0
89297229,NORRÅKER / RÖNNINGE,NORRÅKER / RÖNNINGE,J Karlsson/N Karlsson/Maja Ganszyniec,TRUE,TRUE,"        Table and 4 chairs,          125x74 cm",Chairs,,,,,,74,0,,1976,,,,,https://www.ikea.com/sa/en/p/norraker-roenninge-table-and-4-chairs-birch-birch-s89297229/,,0,0
80089239,TROFAST,TROFAST,Studio Copenhagen,TRUE,TRUE,"        Storage box,          42x30x10 cm",Children's furniture,,,,,10,30,0,,10,,,,,https://www.ikea.com/sa/en/p/trofast-storage-box-white-80089239/,,0,0
49275903,ÄPPLARÖ,ÄPPLARÖ,Eva Lilja Löwenhielm/IKEA of Sweden/K Hagberg/M Hagberg,TRUE,TRUE,"        4-seat conversation set, outdoor",Outdoor furniture,,,,,,,0,,2781,,,,,https://www.ikea.com/sa/en/p/aepplaroe-4-seat-conversation-set-outdoor-brown-stained-froesoen-duvholmen-dark-grey-s49275903/,,0,0
59250756,LAUVIK,LAUVIK,Synnöve Mork/Ola Wihlborg/IKEA of Sweden,TRUE,TRUE,"        Divan bed,          160x200 cm",Beds,,,,,120,160,0,,2902,,,,,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-tuddal-dark-beige-s59250756/,,0,0
50196354,SUNDVIK,SUNDVIK,IKEA of Sweden,TRUE,TRUE,"        Children's table,          76x50 cm",Tables & desks,,,,,50,50,0,,140,,,,,https://www.ikea.com/sa/en/p/sundvik-childrens-table-grey-brown-50196354/,,0,0
90394470,BOTTNA,BOTTNA,K Hagberg/M Hagberg,TRUE,TRUE,        Book-end,Bookcases & shelving units,,,,,15,13,0,,15,,,,,https://www.ikea.com/sa/en/p/bottna-book-end-light-grey-green-anthracite-90394470/,,0,0
10357004,KALLRÖR,KALLRÖR,IKEA of Sweden,TRUE,TRUE,"        Handle,          405 mm",Cabinets & cupboards,,,,38,,,0,,35,,,,,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-10357004/,,0,0
49061228,BESTÅ,BESTÅ,IKEA of Sweden,TRUE,TRUE,"        TV bench,          120x40x48 cm",Bookcases & shelving units,,,,40,48,120,230400,,510,,,,,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-s49061228/,,0,0
60265163,BOLMEN,BOLMEN,K Hagberg/M Hagberg,TRUE,TRUE,        Step stool,Children's furniture,,,,35,,44,0,,22,,,,,https://www.ikea.com/sa/en/p/bolmen-step-stool-white-60265163/,,0,0
49276549,NORDLI,NORDLI,Ola Wihlborg,TRUE,TRUE,"        Chest of 2 drawers,          40x99 cm",Chests of drawers & drawer units,,,,47,99,40,186120,,620,,,,,https://www.ikea.com/sa/en/p/nordli-chest-of-2-drawers-white-s49276549/,,0,0
70319288,YTTERÖN,YTTERÖN,IKEA of Sweden,TRUE,TRUE,"        Chair cushion, outdoor,          35 cm",Outdoor furniture,,,,,,,0,,27,,,,,https://www.ikea.com/sa/en/p/ytteroen-chair-cushion-outdoor-blue-70319288/,,0,0
40219285,NORDLI,NORDLI,Ola Wihlborg,TRUE,TRUE,"        Bedside table,          30x50 cm",Tables & desks,,,,50,67,30,100500,,425,,,,,https://www.ikea.com/sa/en/p/nordli-bedside-table-white-40219285/,,0,0
79286636,EKET,EKET,IKEA of Sweden/Jon Karlsson,TRUE,TRUE,"        Cabinet combination with legs,          210x35x210 cm",Bookcases & shelving units,,,,35,210,210,1543500,,2020,,,,,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-white-white-stained-oak-effect-light-grey-dark-grey-s79286636/,,0,0
29239497,NORDLI,NORDLI,Ola Wihlborg,TRUE,TRUE,"        Chest of 6 drawers,          120x54 cm",Chests of drawers & drawer units,,,,47,54,120,304560,,920,,,,,https://www.ikea.com/sa/en/p/nordli-chest-of-6-drawers-white-s29239497/,,0,0
59297438,JONAXEL,JONAXEL,IKEA of Sweden,TRUE,TRUE,"        Frame with wire baskets/castors,          25x51x73 cm",Bookcases & shelving units,,,,51,73,25,93075,,140,,,,,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-castors-s59297438/,,0,0
80404672,VOLFGANG,VOLFGANG,"804.046.72 You sit comfortably thanks to the restful flexibility of the seat.You sit comfortably thanks to the padded seat.This chair has been tested for home use and meets the requirements for durability and safety, set forth in the following standards: EN 12520 and EN 1022.",TRUE,TRUE,        Chair,Chairs,,,,53,90,50,238500,,375,,,,,https://www.ikea.com/sa/en/p/volfgang-chair-chrome-plated-gunnared-medium-grey-80404672/,,0,0
59282583,BEKANT,BEKANT,K Malmvall/E Lilja Löwenhielm,TRUE,TRUE,"        Desk,          120x80 cm",Tables & desks,,,,80,,,0,,1295,,,,,https://www.ikea.com/sa/en/p/bekant-desk-black-stained-ash-veneer-black-s59282583/,,0,0
29286931,BEKANT,BEKANT,Eva Lilja Löwenhielm/IKEA of Sweden,TRUE,TRUE,"        Storage unit with smart lock,          61x101 cm",Cabinets & cupboards,,,,45,101,61,277245,,1389,,,,,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-black-s29286931/,,0,0
10417852,VALLENTUNA,VALLENTUNA,IKEA of Sweden,TRUE,TRUE,        Cover for back cushion,Sofas & armchairs,,,,13,60,80,62400,,40,,,,,https://www.ikea.com/sa/en/p/vallentuna-cover-for-back-cushion-orrsta-olive-green-10417852/,,0,0
79006297,BEKANT,BEKANT,K Malmvall/E Lilja Löwenhielm,TRUE,TRUE,"        Conference table,          280x140 cm",Tables & desks,,,,,73,140,0,,4240,,,,,https://www.ikea.com/sa/en/p/bekant-conference-table-white-s79006297/,,0,0
20417205,STUK,STUK,IKEA of Sweden,TRUE,TRUE,"        Storage case,          55x51x18 cm",Bookcases & shelving units,,,,51,18,55,50490,,35,,,,,https://www.ikea.com/sa/en/p/stuk-storage-case-pink-20417205/,,0,0
40349263,LACK,LACK,IKEA of Sweden,TRUE,TRUE,"        Nest of tables, set of 2",Tables & desks,,,,,,,0,,139,,,,,https://www.ikea.com/sa/en/p/lack-nest-of-tables-set-of-2-black-white-40349263/,,0,0
